,Name,Header,token
452,PVGeo, About the Authors [![Open Source](https://img.shields.io/badge/open--source-yes-brightgreen.svg)](https://opensource.com/resources/what-open-source),about author [ ! [ open sourc ] ( http : //img.shields.io/badge/open -- source-yes-brightgreen.svg ) ] ( http : //opensource.com/resources/what-open-sourc ) 
453,PVGeo, Linking PVGeo to ParaView,link pvgeo paraview 
454,CU-Net, ,
455,CU-Net, **[Quantized Densely Connected U-Nets for Efficient Landmark Localization](https://arxiv.org/abs/1808.02194)**,** [ quantiz dens connect u-net effici landmark local ] ( http : //arxiv.org/abs/1808.02194 ) ** 
456,CU-Net, **[CU-Net: Coupled U-Nets](https://arxiv.org/abs/1808.06521)**,** [ cu-net : coupl u-net ] ( http : //arxiv.org/abs/1808.06521 ) ** 
457,CU-Net, Overview,overview 
458,CU-Net, Prerequisites,prerequisit 
459,CU-Net, Training,train 
460,CU-Net, Validation,valid 
461,CU-Net, Model Options,model option 
462,CU-Net, Project Page,project page 
463,CU-Net, Citation,citat 
464,cltk-cltk, The Classical Language Toolkit,the classic languag toolkit 
465,cltk-cltk, About,about 
466,cltk-cltk, Documentation,document 
467,cltk-cltk, Installation,instal 
468,cltk-cltk, Tutorials,tutori 
469,cltk-cltk, Contributing,contribut 
470,cltk-cltk, Citation,citat 
471,cltk-cltk, Gratitude,gratitud 
472,cltk-cltk, License,licens 
473,ICNet, ICNet for Real-Time Semantic Segmentation on High-Resolution Images,icnet real-tim semant segment high-resolut imag 
474,ICNet, Introduction,introduct 
475,ICNet, Usage,usag 
476,ICNet, Citation,citat 
477,ICNet, Questions,question 
478,tetgen, get cell centroids,get cell centroid 
479,tetgen, extract cells below the 0 xy plane,extract cell 0 xy plane 
480,tetgen, advanced plotting,advanc plot 
481,tetgen, plot quality,plot qualiti 
482,geojson-vt, geojson-vt &mdash; GeoJSON Vector Tiles,geojson-vt & mdash ; geojson vector tile 
483,geojson-vt, Demo,demo 
484,geojson-vt, Usage,usag 
485,geojson-vt, Options,option 
486,geojson-vt, Install,instal 
487,DaSiamRPN, DaSiamRPN,dasiamrpn 
488,DaSiamRPN, Introduction,introduct 
489,DaSiamRPN, Prerequisites,prerequisit 
490,DaSiamRPN, Pretrained model for SiamRPN,pretrain model siamrpn 
491,DaSiamRPN, Detailed steps to install the prerequisites,detail step instal prerequisit 
492,DaSiamRPN, Results,result 
493,DaSiamRPN, Demo and Test on OTB2015,demo test otb2015 
494,DaSiamRPN, License,licens 
495,DaSiamRPN, Citing DaSiamRPN,cite dasiamrpn 
496,scikit-image-scikit-image, scikit-image: Image processing in Python,scikit-imag : imag process python 
497,scikit-image-scikit-image, Installation from binaries,instal binari 
498,scikit-image-scikit-image, Installation from source,instal sourc 
499,scikit-image-scikit-image, License (Modified BSD),licens ( modifi bsd ) 
500,scikit-image-scikit-image, Citation,citat 
501,geonotebook, GeoNotebook [![CircleCI](https://circleci.com/gh/OpenGeoscience/geonotebook.svg?style=shield)](https://circleci.com/gh/OpenGeoscience/geonotebook) [![Gitter chat](https://badges.gitter.im/gitterHQ/gitter.png)](https://gitter.im/OpenGeoscience/geonotebook),geonotebook [ ! [ circleci ] ( http : //circleci.com/gh/opengeoscience/geonotebook.svg ? style=shield ) ] ( http : //circleci.com/gh/opengeoscience/geonotebook ) [ ! [ gitter chat ] ( http : //badges.gitter.im/gitterhq/gitter.png ) ] ( http : //gitter.im/opengeoscience/geonotebook ) 
502,geonotebook, Screenshots,screenshot 
503,geonotebook, Installation,instal 
504,geonotebook, System Prerequisites,system prerequisit 
505,geonotebook, Clone the repo:,clone repo : 
506,geonotebook," Make a virtualenv, install jupyter[notebook], install geonotebook","make virtualenv , instal jupyt [ notebook ] , instal geonotebook "
507,geonotebook, Installing geonotebook for development,instal geonotebook develop 
508,geonotebook, Run the notebook:,run notebook : 
509,geonotebook, Configure the notebook:,configur notebook : 
510,geonotebook, Run the tests,run test 
511,geonotebook, Docker Container,docker contain 
512,geonotebook, Vagrant Machine,vagrant machin 
513,geonotebook, Tile Server,tile server 
514,geonotebook, Use geoserver for tile serving,use geoserv tile serv 
515,generator-arcgis-js-app, generator-arcgis-js-app,generator-arcgis-js-app 
516,generator-arcgis-js-app, Getting Started,get start 
517,generator-arcgis-js-app, What is Yeoman?,what yeoman ? 
518,generator-arcgis-js-app, Yeoman Generators,yeoman gener 
519,generator-arcgis-js-app, What is used?,what use ? 
520,generator-arcgis-js-app, Usage,usag 
521,generator-arcgis-js-app, Still a beta,still beta 
522,generator-arcgis-js-app, Notes,note 
523,generator-arcgis-js-app, Getting To Know Yeoman,get To know yeoman 
524,generator-arcgis-js-app, License,licens 
525,tilelive-mapnik, tilelive-mapnik,tilelive-mapnik 
526,tilelive-mapnik, Installation,instal 
527,tilelive-mapnik, Usage,usag 
528,map-vectorizer, An NYPL Labs project,An nypl lab project 
529,map-vectorizer, Like OCR for maps,like ocr map 
530,map-vectorizer, Example input,exampl input 
531,map-vectorizer, Example output,exampl output 
532,map-vectorizer, Extra feature detection,extra featur detect 
533,map-vectorizer, Dependencies,depend 
534,map-vectorizer, First run,first run 
535,map-vectorizer, Configuring,configur 
536,map-vectorizer, Required argument,requir argument 
537,map-vectorizer, Semi-optional arguments,semi-opt argument 
538,map-vectorizer, Optional arguments,option argument 
539,map-vectorizer, Customizing The Vectorizer to your own maps,custom the vector map 
540,map-vectorizer, Templates and other files,templat file 
541,map-vectorizer, Other scripts,other script 
542,map-vectorizer, Acknowledgements,acknowledg 
543,map-vectorizer, Change log,chang log 
544,LapSRN, Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution (CVPR 2017),deep laplacian pyramid network fast accur super-resolut ( cvpr 2017 ) 
545,LapSRN, Table of Contents,tabl content 
546,LapSRN, Introduction,introduct 
547,LapSRN, Citation,citat 
548,LapSRN, Requirements and Dependencies,requir depend 
549,LapSRN, Installation,instal 
550,LapSRN, Start MATLAB,start matlab 
551,LapSRN, Test Pre-trained Models,test pre-train model 
552,LapSRN, Training LapSRN,train lapsrn 
553,LapSRN, Training MS-LapSRN,train ms-lapsrn 
554,LapSRN, Third-Party Implementation,third-parti implement 
555,RESCAN, RESCAN: Recurrent Squeeze-and-Excitation Context Aggregation Net,rescan : recurr squeeze-and-excit context aggreg net 
556,RESCAN, Prerequisite,prerequisit 
557,RESCAN, Project Structure,project structur 
558,RESCAN, Best Practices,best practic 
559,RESCAN, Default Dataset settings,default dataset set 
560,RESCAN," Train, Test and Show","train , test show "
561,RESCAN, Scripts,script 
562,RESCAN, Cite,cite 
563,RESCAN, Recent Works,recent work 
564,sg2im, sg2im,sg2im 
565,sg2im, Model,model 
566,sg2im, Setup,setup 
567,sg2im, Pretrained Models,pretrain model 
568,sg2im, Running Models,run model 
569,sg2im, (Optional): GraphViz,( option ) : graphviz 
570,sg2im, Training new models,train new model 
571,pymeshfix, Test of pymeshfix without VTK module,test pymeshfix without vtk modul 
572,pymeshfix, Performs same mesh repair while leveraging VTK's plotting/mesh loading,perform mesh repair leverag vtk 's plotting/mesh load 
573,pymeshfix, Read mesh from infile and output cleaned mesh to outfile,read mesh infil output clean mesh outfil 
574,pymeshfix, Generate vertex and face arrays of cleaned mesh,gener vertex face array clean mesh 
575,pymeshfix, where v and f are numpy arrays or python lists,v f numpi array python list 
576,pymeshfix, Create object from vertex and face arrays,creat object vertex face array 
577,pymeshfix, Plot input,plot input 
578,pymeshfix, Repair input mesh,repair input mesh 
579,pymeshfix, Access the repaired mesh with vtk,access repair mesh vtk 
580,pymeshfix," Or, access the resulting arrays directly from the object","Or , access result array directli object "
581,pymeshfix, numpy np.float array,numpi np.float array 
582,pymeshfix, numpy np.int32 array,numpi np.int32 array 
583,pymeshfix, View the repaired mesh (requires vtkInterface),view repair mesh ( requir vtkinterfac ) 
584,pymeshfix, Save the mesh,save mesh 
585,pymeshfix, Create TMesh object,creat tmesh object 
586,pymeshfix," tin.load_array(v, f)  or read arrays from memory","tin.load_array ( v , f ) read array memori "
587,pymeshfix, Attempt to join nearby components,attempt join nearbi compon 
588,pymeshfix, tin.join_closest_components(),tin.join_closest_compon ( ) 
589,pymeshfix, Fill holes,fill hole 
590,pymeshfix, Clean (removes self intersections),clean ( remov self intersect ) 
591,pymeshfix, Check mesh for holes again,check mesh hole 
592,pymeshfix, Clean again if necessary...,clean necessari ... 
593,pymeshfix, Output mesh,output mesh 
594,pymeshfix, or return numpy arrays,return numpi array 
595,neural-motifs, neural-motifs,neural-motif 
596,neural-motifs," Like this work, or scene understanding in general? You might be interested in checking out my brand new dataset VCR: Visual Commonsense Reasoning, at [visualcommonsense.com](https://visualcommonsense.com)!","like work , scene understand gener ? you might interest check brand new dataset vcr : visual commonsens reason , [ visualcommonsense.com ] ( http : //visualcommonsense.com ) ! "
597,neural-motifs, Bibtex,bibtex 
598,neural-motifs, Setup,setup 
599,neural-motifs, help,help 
600,Flow-Guided-Feature-Aggregation, Flow-Guided Feature Aggregation for Video Object Detection,flow-guid featur aggreg video object detect 
601,Flow-Guided-Feature-Aggregation, Introduction,introduct 
602,Flow-Guided-Feature-Aggregation, Disclaimer,disclaim 
603,Flow-Guided-Feature-Aggregation, License,licens 
604,Flow-Guided-Feature-Aggregation, Citing Flow-Guided Feature Aggregation,cite flow-guid featur aggreg 
605,Flow-Guided-Feature-Aggregation, Main Results,main result 
606,Flow-Guided-Feature-Aggregation, Requirements: Software,requir : softwar 
607,Flow-Guided-Feature-Aggregation, Requirements: Hardware,requir : hardwar 
608,Flow-Guided-Feature-Aggregation, Installation,instal 
609,Flow-Guided-Feature-Aggregation, Demo,demo 
610,Flow-Guided-Feature-Aggregation, Preparation for Training & Testing,prepar train & test 
611,Flow-Guided-Feature-Aggregation, Usage,usag 
612,Flow-Guided-Feature-Aggregation, Misc.,misc . 
613,Flow-Guided-Feature-Aggregation, FAQ,faq 
614,facebookresearch-pyrobot, What can you do with PyRobot?,what pyrobot ? 
615,facebookresearch-pyrobot, Installation,instal 
616,facebookresearch-pyrobot, Installing both PyRobot and LoCoBot dependencies,instal pyrobot locobot depend 
617,facebookresearch-pyrobot, Installing just PyRobot,instal pyrobot 
618,facebookresearch-pyrobot, Getting Started,get start 
619,facebookresearch-pyrobot, The Team,the team 
620,facebookresearch-pyrobot, Future features,futur featur 
621,facebookresearch-pyrobot, Citation,citat 
622,facebookresearch-pyrobot, License,licens 
623,Detectron, Detectron,detectron 
624,Detectron, Introduction,introduct 
625,Detectron, Update,updat 
626,Detectron, License,licens 
627,Detectron, Citing Detectron,cite detectron 
628,Detectron, Model Zoo and Baselines,model zoo baselin 
629,Detectron, Installation,instal 
630,Detectron, Quick Start: Using Detectron,quick start : use detectron 
631,Detectron, Getting Help,get help 
632,Detectron, References,refer 
633,DeepMVS, DeepMVS: Learning Multi-View Stereopsis,deepmv : learn multi-view stereopsi 
634,DeepMVS, Training,train 
635,DeepMVS, Requirements,requir 
636,DeepMVS, Instructions,instruct 
637,DeepMVS, Testing,test 
638,DeepMVS, Requirements,requir 
639,DeepMVS, Instructions,instruct 
640,DeepMVS, License,licens 
641,readgssi, readgssi,readgssi 
642,readgssi, requirements,requir 
643,readgssi, installation,instal 
644,readgssi, installing from source:,instal sourc : 
645,readgssi, usage,usag 
646,readgssi, basic functionality,basic function 
647,readgssi, CSV output,csv output 
648,readgssi, plotting,plot 
649,readgssi, example 1A,exampl 1A 
650,readgssi, example 1B,exampl 1B 
651,readgssi, example 1C: gain can be tricky depending on your colormap,exampl 1C : gain tricki depend colormap 
652,readgssi, example 2A: no background removal,exampl 2A : background remov 
653,readgssi, example 2B: horizontal mean BGR algorithm applied,exampl 2B : horizont mean bgr algorithm appli 
654,readgssi, contributors,contributor 
655,readgssi, citation suggestion:,citat suggest : 
656,readgssi, known bugs:,known bug : 
657,readgssi, future,futur 
658,integral-human-pose, Integral Human Pose Regression,integr human pose regress 
659,integral-human-pose, Introduction,introduct 
660,integral-human-pose, Disclaimer,disclaim 
661,integral-human-pose, License,licens 
662,integral-human-pose, Citing Papers,cite paper 
663,integral-human-pose, Main Results,main result 
664,integral-human-pose, Environment,environ 
665,integral-human-pose, Installation,instal 
666,integral-human-pose, Preparation for Training & Testing,prepar train & test 
667,integral-human-pose, Extensions,extens 
668,gdal-docker, GDAL Docker Images,gdal docker imag 
669,gdal-docker, Usage,usag 
670,pyro-ppl-pyro, Installing,instal 
671,pyro-ppl-pyro, Installing a stable Pyro release,instal stabl pyro releas 
672,pyro-ppl-pyro, Installing Pyro dev branch,instal pyro dev branch 
673,pyro-ppl-pyro, Running Pyro from a Docker Container,run pyro docker contain 
674,pyro-ppl-pyro, Citation,citat 
675,3D-ResNets-PyTorch, 3D ResNets for Action Recognition,3D resnet action recognit 
676,3D-ResNets-PyTorch, Update (2018/2/21),updat ( 2018/2/21 ) 
677,3D-ResNets-PyTorch, Update (2018/01/16),updat ( 2018/01/16 ) 
678,3D-ResNets-PyTorch, Update (2017/11/27),updat ( 2017/11/27 ) 
679,3D-ResNets-PyTorch, Summary,summari 
680,3D-ResNets-PyTorch, Citation,citat 
681,3D-ResNets-PyTorch, Pre-trained models,pre-train model 
682,3D-ResNets-PyTorch, Performance of the models on Kinetics,perform model kinet 
683,3D-ResNets-PyTorch, Requirements,requir 
684,3D-ResNets-PyTorch, Preparation,prepar 
685,3D-ResNets-PyTorch, ActivityNet,activitynet 
686,3D-ResNets-PyTorch, Kinetics,kinet 
687,3D-ResNets-PyTorch, UCF-101,ucf-101 
688,3D-ResNets-PyTorch, HMDB-51,hmdb-51 
689,3D-ResNets-PyTorch, Running the code,run code 
690,striplog, Of course you don't need this one if you didn't install it yet.,Of cours n't need one n't instal yet . 
691,striplog, Or whatever was the last version to build.,Or whatev last version build . 
692,harismuneer-Ultimate-Facebook-Scraper, 🔥 Ultimate Facebook Scrapper ,🔥 ultim facebook scrapper 
693,harismuneer-Ultimate-Facebook-Scraper, Note,note 
694,harismuneer-Ultimate-Facebook-Scraper, Sample,sampl 
695,harismuneer-Ultimate-Facebook-Scraper, Screenshot,screenshot 
696,harismuneer-Ultimate-Facebook-Scraper, Usage,usag 
697,harismuneer-Ultimate-Facebook-Scraper, Installation,instal 
698,harismuneer-Ultimate-Facebook-Scraper, How to Run,how run 
699,harismuneer-Ultimate-Facebook-Scraper, Citation,citat 
700,harismuneer-Ultimate-Facebook-Scraper, Important Message,import messag 
701,harismuneer-Ultimate-Facebook-Scraper, Authors,author 
702,harismuneer-Ultimate-Facebook-Scraper, Haris Muneer,hari muneer 
703,harismuneer-Ultimate-Facebook-Scraper, Hassaan Elahi,hassaan elahi 
704,harismuneer-Ultimate-Facebook-Scraper, Contributions Welcome,contribut welcom 
705,harismuneer-Ultimate-Facebook-Scraper, Issues,issu 
706,harismuneer-Ultimate-Facebook-Scraper, License,licens 
707,nextflow-io-nextflow, Contents,content 
708,GANimation, GANimation: Anatomically-aware Facial Animation from a Single Image,ganim : anatomically-awar facial anim singl imag 
709,GANimation, [[Project]](http://www.albertpumarola.com/research/GANimation/index.html)[ [Paper]](https://arxiv.org/abs/1807.09251) ,[ [ project ] ] ( http : //www.albertpumarola.com/research/ganimation/index.html ) [ [ paper ] ] ( http : //arxiv.org/abs/1807.09251 ) 
710,GANimation, Prerequisites,prerequisit 
711,GANimation, Data Preparation,data prepar 
712,GANimation, Run,run 
713,GANimation, Citation,citat 
714,two-stream-dyntex-synth, Two-Stream Convolutional Networks for Dynamic Texture Synthesis,two-stream convolut network dynam textur synthesi 
715,two-stream-dyntex-synth, Requirements,requir 
716,two-stream-dyntex-synth, Setup,setup 
717,two-stream-dyntex-synth, Dynamic texture synthesis,dynam textur synthesi 
718,two-stream-dyntex-synth, Example usage,exampl usag 
719,two-stream-dyntex-synth, Dynamics style transfer,dynam style transfer 
720,two-stream-dyntex-synth, Example usage,exampl usag 
721,two-stream-dyntex-synth, Temporally-endless dynamic texture synthesis,temporally-endless dynam textur synthesi 
722,two-stream-dyntex-synth, Incremental dynamic texture synthesis,increment dynam textur synthesi 
723,two-stream-dyntex-synth, Static texture synthesis,static textur synthesi 
724,two-stream-dyntex-synth, Notes,note 
725,two-stream-dyntex-synth, Citation,citat 
726,two-stream-dyntex-synth, License,licens 
727,ipyleaflet, ipyleaflet,ipyleaflet 
728,ipyleaflet, Usage,usag 
729,ipyleaflet, Installation,instal 
730,ipyleaflet, Installation from sources,instal sourc 
731,ipyleaflet, Documentation,document 
732,ipyleaflet, License,licens 
733,ipyleaflet, Related projects,relat project 
734,rasterio, Read raster bands directly to Numpy arrays.,read raster band directli numpi array . 
735,rasterio, Combine arrays in place. Expecting that the sum will,combin array place . expect sum 
736,rasterio," temporarily exceed the 8-bit integer range, initialize it as","temporarili exceed 8-bit integ rang , initi "
737,rasterio, a 64-bit float (the numpy default) array. Adding other,64-bit float ( numpi default ) array . ad 
738,rasterio," arrays to it in-place converts those arrays ""up"" and",array in-plac convert array `` '' 
739,rasterio, preserves the type of the total array.,preserv type total array . 
740,rasterio, Write the product as a raster band to a new 8-bit file. For,write product raster band new 8-bit file . for 
741,rasterio," the new file's profile, we start with the meta attributes of","new file 's profil , start meta attribut "
742,rasterio," the source file, but then change the band count to 1, set the","sourc file , chang band count 1 , set "
743,rasterio," dtype to uint8, and specify LZW compression.","dtype uint8 , specifi lzw compress . "
744,rasterio, Printed:,print : 
745,rasterio," (791, 718)","( 791 , 718 ) "
746,rasterio," {u'units': u'm', u'no_defs': True, u'ellps': u'WGS84', u'proj': u'utm', u'zone': 18}","{ u'unit ' : u 'm ' , u'no_def ' : true , u'ellp ' : u'wgs84 ' , u'proj ' : u'utm ' , u'zon ' : 18 } "
747,rasterio," Affine(300.0379266750948, 0.0, 101985.0,","affin ( 300.0379266750948 , 0.0 , 101985.0 , "
748,rasterio,"        0.0, -300.041782729805, 2826915.0)","0.0 , -300.041782729805 , 2826915.0 ) "
749,rasterio, 3,3 
750,rasterio," [1, 2, 3]","[ 1 , 2 , 3 ] "
751,rasterio, Printed:,print : 
752,rasterio," ((100, 200), (100, 200))","( ( 100 , 200 ) , ( 100 , 200 ) ) "
753,puppeteer, Puppeteer,puppet 
754,puppeteer, [API](https://github.com/GoogleChrome/puppeteer/blob/v1.18.0/docs/api.md) | [FAQ](faq) | [Contributing](https://github.com/GoogleChrome/puppeteer/blob/master/CONTRIBUTING.md) | [Troubleshooting](https://github.com/GoogleChrome/puppeteer/blob/master/docs/troubleshooting.md),[ api ] ( http : //github.com/googlechrome/puppeteer/blob/v1.18.0/docs/api.md ) | [ faq ] ( faq ) | [ contribut ] ( http : //github.com/googlechrome/puppeteer/blob/master/contributing.md ) | [ troubleshoot ] ( http : //github.com/googlechrome/puppeteer/blob/master/docs/troubleshooting.md ) 
755,puppeteer, What can I do?,what I ? 
756,puppeteer, Getting Started,get start 
757,puppeteer, Installation,instal 
758,puppeteer, puppeteer-core,puppeteer-cor 
759,puppeteer, Usage,usag 
760,puppeteer, Default runtime settings,default runtim set 
761,puppeteer, Resources,resourc 
762,puppeteer, Debugging tips,debug tip 
763,puppeteer, Basic verbose logging,basic verbos log 
764,puppeteer, Protocol traffic can be rather noisy. This example filters out all Network domain messages,protocol traffic rather noisi . thi exampl filter network domain messag 
765,puppeteer, Contributing to Puppeteer,contribut puppet 
766,puppeteer, FAQ,faq 
767,puppeteer, Q: Who maintains Puppeteer?,Q : who maintain puppet ? 
768,puppeteer, Q: What are Puppeteer’s goals and principles?,Q : what puppet ’ goal principl ? 
769,puppeteer, Q: Is Puppeteer replacing Selenium/WebDriver?,Q : Is puppet replac selenium/webdriv ? 
770,puppeteer, Q: Why doesn’t Puppeteer v.XXX work with Chromium v.YYY?,Q : whi ’ puppet v.xxx work chromium v.yyi ? 
771,puppeteer, Q: Which Chromium version does Puppeteer use?,Q : which chromium version puppet use ? 
772,puppeteer, Q: What’s considered a “Navigation”?,Q : what ’ consid “ navig ” ? 
773,puppeteer," Q: What’s the difference between a “trusted"" and ""untrusted"" input event?",Q : what ’ differ “ trust '' `` untrust '' input event ? 
774,puppeteer, Q: What features does Puppeteer not support?,Q : what featur puppet support ? 
775,puppeteer, Q: I am having trouble installing / running Puppeteer in my test environment. Where should I look for help?,Q : I troubl instal / run puppet test environ . where I look help ? 
776,puppeteer, Q: How do I try/test a prerelease version of Puppeteer?,Q : how I try/test prereleas version puppet ? 
777,puppeteer, Q: I have more questions! Where do I ask?,Q : I question ! where I ask ? 
778,tensorflow, Installation,instal 
779,tensorflow, *Try your first TensorFlow program*,*tri first tensorflow program* 
780,tensorflow, Contribution guidelines,contribut guidelin 
781,tensorflow, Continuous build status,continu build statu 
782,tensorflow, Official Builds,offici build 
783,tensorflow, Community Supported Builds,commun support build 
784,tensorflow, For more information,for inform 
785,tensorflow, License,licens 
786,vue, What's the difference between Patreon and OpenCollective?,what 's differ patreon opencollect ? 
787,vue, Introduction,introduct 
788,vue, Browser Compatibility,browser compat 
789,vue, Ecosystem,ecosystem 
790,vue, Documentation,document 
791,vue, Questions,question 
792,vue, Issues,issu 
793,vue, Changelog,changelog 
794,vue, Stay In Touch,stay In touch 
795,vue, Contribution,contribut 
796,vue, License,licens 
797,reduxjs-react-redux, Installation,instal 
798,reduxjs-react-redux, React Native,react nativ 
799,reduxjs-react-redux, Documentation,document 
800,reduxjs-react-redux, How Does It Work?,how doe It work ? 
801,reduxjs-react-redux, License,licens 
802,pyansys, create a square area using keypoints,creat squar area use keypoint 
803,pyansys, Sample *.cdb,sampl *.cdb 
804,pyansys, Read ansys archive file,read ansi archiv file 
805,pyansys, Print raw data from cdb,print raw data cdb 
806,pyansys, Create a vtk unstructured grid from the raw data and plot it,creat vtk unstructur grid raw data plot 
807,pyansys, write this as a vtk xml file ,write vtk xml file 
808,pyansys, Load this from vtk,load vtk 
809,pyansys, Load the reader from pyansys,load reader pyansi 
810,pyansys, Sample result file,sampl result file 
811,pyansys, Create result object by loading the result file,creat result object load result file 
812,pyansys, Beam natural frequencies,beam natur frequenc 
813,pyansys, Get the 1st bending mode shape.  Results are ordered based on the sorted ,get 1st bend mode shape . result order base sort 
814,pyansys, node numbering.  Note that results are zero indexed,node number . note result zero index 
815,pyansys, Plot the displacement of Mode 0 in the x direction,plot displac mode 0 x direct 
816,pyansys, Display node averaged stress in x direction for result 6,display node averag stress x direct result 6 
817,pyansys, Load the reader from pyansys,load reader pyansi 
818,pyansys, load the full file,load full file 
819,pyansys, returns upper triangle only,return upper triangl 
820,pyansys," make k, m full, symmetric matricies","make k , full , symmetr matrici "
821,pyansys, condition the k matrix,condit k matrix 
822,pyansys," to avoid getting the ""Factor is exactly singular"" error",avoid get `` factor exactli singular '' error 
823,pyansys, Solve,solv 
824,pyansys, System natural frequencies,system natur frequenc 
825,kosmtik, Kosmtik,kosmtik 
826,kosmtik, Lite,lite 
827,kosmtik, Screenshot,screenshot 
828,kosmtik, Install or Update,instal updat 
829,kosmtik, Usage,usag 
830,kosmtik, Configuration file,configur file 
831,kosmtik, Local config,local config 
832,kosmtik, Example of a json file,exampl json file 
833,kosmtik, Example of a js module,exampl js modul 
834,kosmtik, Custom renderers,custom render 
835,kosmtik, Known plugins,known plugin 
836,pyGeoPressure, pyGeoPressure -->,pygeopressur -- > 
837,pyGeoPressure, Features,featur 
838,pyGeoPressure, Getting Started,get start 
839,pyGeoPressure, Installation,instal 
840,pyGeoPressure, Example,exampl 
841,pyGeoPressure, Pore Pressure Prediction using well log data,pore pressur predict use well log data 
842,pyGeoPressure, Documentation,document 
843,pyGeoPressure, Contribute,contribut 
844,pyGeoPressure, Report Bugs,report bug 
845,pyGeoPressure, Suggest Enhancements,suggest enhanc 
846,pyGeoPressure, Submit Pull Requests,submit pull request 
847,pyGeoPressure, Support,support 
848,pyGeoPressure, License,licens 
849,DBNet, News!,new ! 
850,DBNet, Contents,content 
851,DBNet, Introduction,introduct 
852,DBNet, Requirements,requir 
853,DBNet, Quick Start,quick start 
854,DBNet, Training,train 
855,DBNet, Evaluation    ,evalu 
856,DBNet, Prediction,predict 
857,DBNet, Baseline,baselin 
858,DBNet, Contributors,contributor 
859,DBNet, Citation,citat 
860,DBNet, License,licens 
